Entity,Code,Day,stringency_index
Denmark,DNK,2020/12/18,51.85
Denmark,DNK,2020/12/19,51.85
Denmark,DNK,2020/12/20,51.85
Denmark,DNK,2020/12/21,51.85
Denmark,DNK,2020/12/22,51.85
Denmark,DNK,2020/12/23,51.85
Denmark,DNK,2020/12/24,51.85
Denmark,DNK,2020/12/25,51.85
Denmark,DNK,2020/12/26,51.85
Denmark,DNK,2020/12/27,51.85
Denmark,DNK,2020/12/28,51.85
Denmark,DNK,2020/12/29,51.85
Denmark,DNK,2020/12/30,51.85
Denmark,DNK,2020/12/31,51.85
Denmark,DNK,2021/1/1,51.85
Denmark,DNK,2021/1/2,51.85
Denmark,DNK,2021/1/3,51.85
Denmark,DNK,2021/1/4,67.59
Denmark,DNK,2021/1/5,67.59
Denmark,DNK,2021/1/6,67.59
Denmark,DNK,2021/1/7,67.59
Denmark,DNK,2021/1/8,67.59
Denmark,DNK,2021/1/9,70.37
Denmark,DNK,2021/1/10,70.37
Denmark,DNK,2021/1/11,70.37
Denmark,DNK,2021/1/12,70.37
Denmark,DNK,2021/1/13,70.37
Denmark,DNK,2021/1/14,70.37
Denmark,DNK,2021/1/15,70.37
Denmark,DNK,2021/1/16,70.37
Denmark,DNK,2021/1/17,70.37
Denmark,DNK,2021/1/18,70.37
Denmark,DNK,2021/1/19,70.37
Denmark,DNK,2021/1/20,70.37
Denmark,DNK,2021/1/21,70.37
Denmark,DNK,2021/1/22,70.37
Denmark,DNK,2021/1/23,70.37
Denmark,DNK,2021/1/24,70.37
Denmark,DNK,2021/1/25,70.37
Denmark,DNK,2021/1/26,70.37
Denmark,DNK,2021/1/27,70.37
Denmark,DNK,2021/1/28,70.37
Denmark,DNK,2021/1/29,70.37
Denmark,DNK,2021/1/30,70.37
Denmark,DNK,2021/1/31,70.37
Denmark,DNK,2021/2/1,70.37
Denmark,DNK,2021/2/2,70.37
Denmark,DNK,2021/2/3,70.37
Denmark,DNK,2021/2/4,70.37
Denmark,DNK,2021/2/5,70.37
Denmark,DNK,2021/2/6,70.37
Denmark,DNK,2021/2/7,70.37
Denmark,DNK,2021/2/8,66.67
Denmark,DNK,2021/2/9,66.67
Denmark,DNK,2021/2/10,66.67
Denmark,DNK,2021/2/11,66.67
Denmark,DNK,2021/2/12,66.67
Denmark,DNK,2021/2/13,66.67
Denmark,DNK,2021/2/14,66.67
Denmark,DNK,2021/2/15,66.67
Denmark,DNK,2021/2/16,66.67
Denmark,DNK,2021/2/17,66.67
Denmark,DNK,2021/2/18,66.67
Denmark,DNK,2021/2/19,66.67
Denmark,DNK,2021/2/20,62.96
Denmark,DNK,2021/2/21,62.96
Denmark,DNK,2021/2/22,62.96
Denmark,DNK,2021/2/23,62.96
Denmark,DNK,2021/2/24,62.96
Denmark,DNK,2021/2/25,62.96
Denmark,DNK,2021/2/26,62.96
Denmark,DNK,2021/2/27,62.96
Denmark,DNK,2021/2/28,62.96
Denmark,DNK,2021/3/1,62.96
Denmark,DNK,2021/3/2,62.96
Denmark,DNK,2021/3/3,62.96
Denmark,DNK,2021/3/4,62.96
Denmark,DNK,2021/3/5,62.96
Denmark,DNK,2021/3/6,62.96
Denmark,DNK,2021/3/7,62.96
Denmark,DNK,2021/3/8,62.96
Denmark,DNK,2021/3/9,62.96
Denmark,DNK,2021/3/10,62.96
Denmark,DNK,2021/3/11,62.96
Denmark,DNK,2021/3/12,62.96
Denmark,DNK,2021/3/13,62.96
Denmark,DNK,2021/3/14,62.96
Denmark,DNK,2021/3/15,62.96
Denmark,DNK,2021/3/16,62.96
Denmark,DNK,2021/3/17,62.96
Denmark,DNK,2021/3/18,62.96
Denmark,DNK,2021/3/19,62.96
Denmark,DNK,2021/3/20,62.96
Denmark,DNK,2021/3/21,62.96
Denmark,DNK,2021/3/22,62.96
Denmark,DNK,2021/3/23,62.96
Denmark,DNK,2021/3/24,62.96
Denmark,DNK,2021/3/25,62.96
Denmark,DNK,2021/3/26,62.96
Denmark,DNK,2021/3/27,62.96
Denmark,DNK,2021/3/28,62.96
Denmark,DNK,2021/3/29,64.81
Denmark,DNK,2021/3/30,64.81
Denmark,DNK,2021/3/31,64.81
Denmark,DNK,2021/4/1,64.81
Denmark,DNK,2021/4/2,64.81
Denmark,DNK,2021/4/3,64.81
Denmark,DNK,2021/4/4,64.81
Denmark,DNK,2021/4/5,64.81
Denmark,DNK,2021/4/6,64.81
Denmark,DNK,2021/4/7,64.81
Denmark,DNK,2021/4/8,64.81
Denmark,DNK,2021/4/9,64.81
Denmark,DNK,2021/4/10,64.81
Denmark,DNK,2021/4/11,64.81
Denmark,DNK,2021/4/12,64.81
Denmark,DNK,2021/4/13,64.81
Denmark,DNK,2021/4/14,64.81
Denmark,DNK,2021/4/15,64.81
Denmark,DNK,2021/4/16,64.81
Denmark,DNK,2021/4/17,64.81
Denmark,DNK,2021/4/18,64.81
Denmark,DNK,2021/4/19,64.81
Denmark,DNK,2021/4/20,64.81
Denmark,DNK,2021/4/21,62.04
Denmark,DNK,2021/4/22,62.04
Denmark,DNK,2021/4/23,62.04
Denmark,DNK,2021/4/24,62.04
Denmark,DNK,2021/4/25,62.04
Denmark,DNK,2021/4/26,62.04
Denmark,DNK,2021/4/27,62.04
Denmark,DNK,2021/4/28,62.04
Denmark,DNK,2021/4/29,62.04
Denmark,DNK,2021/4/30,62.04
Denmark,DNK,2021/5/1,62.04
Denmark,DNK,2021/5/2,62.04
Denmark,DNK,2021/5/3,62.04
Denmark,DNK,2021/5/4,62.04
Denmark,DNK,2021/5/5,62.04
Denmark,DNK,2021/5/6,59.26
Denmark,DNK,2021/5/7,59.26
Denmark,DNK,2021/5/8,59.26
Denmark,DNK,2021/5/9,59.26
Denmark,DNK,2021/5/10,59.26
Denmark,DNK,2021/5/11,59.26
Denmark,DNK,2021/5/12,59.26
Denmark,DNK,2021/5/13,59.26
Denmark,DNK,2021/5/14,59.26
Denmark,DNK,2021/5/15,59.26
Denmark,DNK,2021/5/16,59.26
Denmark,DNK,2021/5/17,59.26
Denmark,DNK,2021/5/18,59.26
Denmark,DNK,2021/5/19,59.26
Denmark,DNK,2021/5/20,59.26
Denmark,DNK,2021/5/21,55.56
Denmark,DNK,2021/5/22,55.56
Denmark,DNK,2021/5/23,55.56
Denmark,DNK,2021/5/24,55.56
Denmark,DNK,2021/5/25,55.56
Denmark,DNK,2021/5/26,55.56
Denmark,DNK,2021/5/27,55.56
Denmark,DNK,2021/5/28,55.56
Denmark,DNK,2021/5/29,55.56
Denmark,DNK,2021/5/30,55.56
Denmark,DNK,2021/5/31,55.56
Denmark,DNK,2021/6/1,55.56
Denmark,DNK,2021/6/2,55.56
Denmark,DNK,2021/6/3,55.56
Denmark,DNK,2021/6/4,55.56
Denmark,DNK,2021/6/5,55.56
Denmark,DNK,2021/6/6,55.56
Denmark,DNK,2021/6/7,55.56
Denmark,DNK,2021/6/8,55.56
Denmark,DNK,2021/6/9,55.56
Denmark,DNK,2021/6/10,55.56
Denmark,DNK,2021/6/11,55.56
Denmark,DNK,2021/6/12,55.56
Denmark,DNK,2021/6/13,55.56
Denmark,DNK,2021/6/14,55.56
Denmark,DNK,2021/6/15,55.56
Denmark,DNK,2021/6/16,55.56
Denmark,DNK,2021/6/17,55.56
Denmark,DNK,2021/6/18,50
Denmark,DNK,2021/6/19,50
Denmark,DNK,2021/6/20,50
Denmark,DNK,2021/6/21,50
Denmark,DNK,2021/6/22,50
Denmark,DNK,2021/6/23,50
Denmark,DNK,2021/6/24,50
Denmark,DNK,2021/6/25,50
Denmark,DNK,2021/6/26,50
Denmark,DNK,2021/6/27,50
Denmark,DNK,2021/6/28,50
Denmark,DNK,2021/6/29,50
Denmark,DNK,2021/6/30,50
Denmark,DNK,2021/7/1,50
Denmark,DNK,2021/7/2,47.22
Denmark,DNK,2021/7/3,47.22
Denmark,DNK,2021/7/4,47.22
Denmark,DNK,2021/7/5,47.22
Denmark,DNK,2021/7/6,47.22
Denmark,DNK,2021/7/7,47.22
Denmark,DNK,2021/7/8,47.22
Denmark,DNK,2021/7/9,47.22
Denmark,DNK,2021/7/10,47.22
Denmark,DNK,2021/7/11,47.22
Denmark,DNK,2021/7/12,47.22
Denmark,DNK,2021/7/13,47.22
Denmark,DNK,2021/7/14,47.22
Denmark,DNK,2021/7/15,47.22
Denmark,DNK,2021/7/16,47.22
Denmark,DNK,2021/7/17,47.22
Denmark,DNK,2021/7/18,47.22
Denmark,DNK,2021/7/19,47.22
Denmark,DNK,2021/7/20,47.22
Denmark,DNK,2021/7/21,47.22
Denmark,DNK,2021/7/22,47.22
Denmark,DNK,2021/7/23,47.22
Denmark,DNK,2021/7/24,47.22
Denmark,DNK,2021/7/25,47.22
Denmark,DNK,2021/7/26,47.22
Denmark,DNK,2021/7/27,47.22
Denmark,DNK,2021/7/28,47.22
Denmark,DNK,2021/7/29,47.22
Denmark,DNK,2021/7/30,47.22
Denmark,DNK,2021/7/31,38.89
Denmark,DNK,2021/8/1,38.89
Denmark,DNK,2021/8/2,38.89
Denmark,DNK,2021/8/3,38.89
Denmark,DNK,2021/8/4,38.89
Denmark,DNK,2021/8/5,38.89
Denmark,DNK,2021/8/6,38.89
Denmark,DNK,2021/8/7,38.89
Denmark,DNK,2021/8/8,38.89
Denmark,DNK,2021/8/9,38.89
Denmark,DNK,2021/8/10,38.89
Denmark,DNK,2021/8/11,38.89
Denmark,DNK,2021/8/12,38.89
Denmark,DNK,2021/8/13,38.89
Denmark,DNK,2021/8/14,38.89
Denmark,DNK,2021/8/15,38.89
Denmark,DNK,2021/8/16,38.89
Denmark,DNK,2021/8/17,38.89
Denmark,DNK,2021/8/18,38.89
Denmark,DNK,2021/8/19,38.89
Denmark,DNK,2021/8/20,38.89
Denmark,DNK,2021/8/21,38.89
Denmark,DNK,2021/8/22,38.89
Denmark,DNK,2021/8/23,38.89
Denmark,DNK,2021/8/24,38.89
Denmark,DNK,2021/8/25,38.89
Denmark,DNK,2021/8/26,38.89
Denmark,DNK,2021/8/27,38.89
Denmark,DNK,2021/8/28,38.89
Denmark,DNK,2021/8/29,38.89
Denmark,DNK,2021/8/30,38.89
Denmark,DNK,2021/8/31,38.89
Denmark,DNK,2021/9/1,29.63
Denmark,DNK,2021/9/2,29.63
Denmark,DNK,2021/9/3,29.63
Denmark,DNK,2021/9/4,29.63
Denmark,DNK,2021/9/5,29.63
Denmark,DNK,2021/9/6,29.63
Denmark,DNK,2021/9/7,29.63
Denmark,DNK,2021/9/8,29.63
Denmark,DNK,2021/9/9,29.63
Denmark,DNK,2021/9/10,24.07
Denmark,DNK,2021/9/11,24.07
Denmark,DNK,2021/9/12,24.07
Denmark,DNK,2021/9/13,24.07
Denmark,DNK,2021/9/14,24.07
Denmark,DNK,2021/9/15,24.07
Denmark,DNK,2021/9/16,24.07
Denmark,DNK,2021/9/17,24.07
Denmark,DNK,2021/9/18,24.07
Denmark,DNK,2021/9/19,24.07
Denmark,DNK,2021/9/20,24.07
Denmark,DNK,2021/9/21,24.07
Denmark,DNK,2021/9/22,24.07
Denmark,DNK,2021/9/23,24.07
Denmark,DNK,2021/9/24,24.07
Denmark,DNK,2021/9/25,24.07
Denmark,DNK,2021/9/26,24.07
Denmark,DNK,2021/9/27,24.07
Denmark,DNK,2021/9/28,24.07
Denmark,DNK,2021/9/29,24.07
Denmark,DNK,2021/9/30,24.07
Denmark,DNK,2021/10/1,24.07
Denmark,DNK,2021/10/2,24.07
Denmark,DNK,2021/10/3,24.07
Denmark,DNK,2021/10/4,24.07
Denmark,DNK,2021/10/5,24.07
Denmark,DNK,2021/10/6,24.07
Denmark,DNK,2021/10/7,24.07
Denmark,DNK,2021/10/8,24.07
Denmark,DNK,2021/10/9,24.07
Denmark,DNK,2021/10/10,24.07
Denmark,DNK,2021/10/11,24.07
Denmark,DNK,2021/10/12,24.07
Denmark,DNK,2021/10/13,24.07
Denmark,DNK,2021/10/14,24.07
Denmark,DNK,2021/10/15,24.07
Denmark,DNK,2021/10/16,24.07
Denmark,DNK,2021/10/17,24.07
Denmark,DNK,2021/10/18,24.07
Denmark,DNK,2021/10/19,24.07
Denmark,DNK,2021/10/20,24.07
Denmark,DNK,2021/10/21,24.07
Denmark,DNK,2021/10/22,24.07
Denmark,DNK,2021/10/23,24.07
Denmark,DNK,2021/10/24,24.07
Denmark,DNK,2021/10/25,24.07
Denmark,DNK,2021/10/26,24.07
Denmark,DNK,2021/10/27,24.07
Denmark,DNK,2021/10/28,24.07
Denmark,DNK,2021/10/29,24.07
Denmark,DNK,2021/10/30,24.07
Denmark,DNK,2021/10/31,24.07
Denmark,DNK,2021/11/1,24.07
Denmark,DNK,2021/11/2,24.07
Denmark,DNK,2021/11/3,24.07
Denmark,DNK,2021/11/4,24.07
Denmark,DNK,2021/11/5,24.07
Denmark,DNK,2021/11/6,24.07
Denmark,DNK,2021/11/7,24.07
Denmark,DNK,2021/11/8,24.07
Denmark,DNK,2021/11/9,24.07
Denmark,DNK,2021/11/10,24.07
Denmark,DNK,2021/11/11,24.07
Denmark,DNK,2021/11/12,44.44
Denmark,DNK,2021/11/13,44.44
Denmark,DNK,2021/11/14,44.44
Denmark,DNK,2021/11/15,44.44
Denmark,DNK,2021/11/16,44.44
Denmark,DNK,2021/11/17,44.44
Denmark,DNK,2021/11/18,44.44
Denmark,DNK,2021/11/19,44.44
Denmark,DNK,2021/11/20,44.44
Denmark,DNK,2021/11/21,44.44
Denmark,DNK,2021/11/22,44.44
Denmark,DNK,2021/11/23,44.44
Denmark,DNK,2021/11/24,44.44
Denmark,DNK,2021/11/25,44.44
Denmark,DNK,2021/11/26,44.44
Denmark,DNK,2021/11/27,44.44
Denmark,DNK,2021/11/28,44.44
Denmark,DNK,2021/11/29,44.44
Denmark,DNK,2021/11/30,38.89
Denmark,DNK,2021/12/1,38.89
Denmark,DNK,2021/12/2,38.89
Denmark,DNK,2021/12/3,38.89
Denmark,DNK,2021/12/4,38.89
Denmark,DNK,2021/12/5,38.89
Denmark,DNK,2021/12/6,38.89
Denmark,DNK,2021/12/7,38.89
Denmark,DNK,2021/12/8,38.89
Denmark,DNK,2021/12/9,38.89
Denmark,DNK,2021/12/10,38.89
Denmark,DNK,2021/12/11,38.89
Denmark,DNK,2021/12/12,38.89
Denmark,DNK,2021/12/13,38.89
Denmark,DNK,2021/12/14,38.89
Denmark,DNK,2021/12/15,38.89
Denmark,DNK,2021/12/16,38.89
Denmark,DNK,2021/12/17,38.89
Denmark,DNK,2021/12/18,38.89
Denmark,DNK,2021/12/19,38.89
Denmark,DNK,2021/12/20,38.89
Denmark,DNK,2021/12/21,38.89
Denmark,DNK,2021/12/22,38.89
Denmark,DNK,2021/12/23,38.89
Denmark,DNK,2021/12/24,38.89
Denmark,DNK,2021/12/25,38.89
Denmark,DNK,2021/12/26,38.89
Denmark,DNK,2021/12/27,38.89
Denmark,DNK,2021/12/28,38.89
Denmark,DNK,2021/12/29,38.89
Denmark,DNK,2021/12/30,38.89
Denmark,DNK,2021/12/31,38.89
Denmark,DNK,2022/1/1,35.19
Denmark,DNK,2022/1/2,35.19
Denmark,DNK,2022/1/3,35.19
Denmark,DNK,2022/1/4,35.19
Denmark,DNK,2022/1/5,35.19
Denmark,DNK,2022/1/6,35.19
Denmark,DNK,2022/1/7,35.19
Denmark,DNK,2022/1/8,35.19
Denmark,DNK,2022/1/9,35.19
Denmark,DNK,2022/1/10,35.19
Denmark,DNK,2022/1/11,38.89
Denmark,DNK,2022/1/12,38.89
Denmark,DNK,2022/1/13,38.89
Denmark,DNK,2022/1/14,38.89
Denmark,DNK,2022/1/15,38.89
Denmark,DNK,2022/1/16,38.89
Denmark,DNK,2022/1/17,38.89
Denmark,DNK,2022/1/18,38.89
Denmark,DNK,2022/1/19,38.89
Denmark,DNK,2022/1/20,38.89
Denmark,DNK,2022/1/21,38.89
Denmark,DNK,2022/1/22,38.89
Denmark,DNK,2022/1/23,38.89
Denmark,DNK,2022/1/24,38.89
Denmark,DNK,2022/1/25,38.89
Denmark,DNK,2022/1/26,38.89
Denmark,DNK,2022/1/27,38.89
Denmark,DNK,2022/1/28,38.89
Denmark,DNK,2022/1/29,38.89
Denmark,DNK,2022/1/30,38.89
Denmark,DNK,2022/1/31,38.89
Denmark,DNK,2022/2/1,16.67
Denmark,DNK,2022/2/2,16.67
Denmark,DNK,2022/2/3,16.67
Denmark,DNK,2022/2/4,16.67
Denmark,DNK,2022/2/5,16.67
Denmark,DNK,2022/2/6,16.67
Denmark,DNK,2022/2/7,16.67
Denmark,DNK,2022/2/8,16.67
Denmark,DNK,2022/2/9,16.67
Denmark,DNK,2022/2/10,16.67
Denmark,DNK,2022/2/11,16.67
Denmark,DNK,2022/2/12,16.67
Denmark,DNK,2022/2/13,16.67
Denmark,DNK,2022/2/14,16.67
Denmark,DNK,2022/2/15,16.67
Denmark,DNK,2022/2/16,16.67
Denmark,DNK,2022/2/17,16.67
Denmark,DNK,2022/2/18,16.67
Denmark,DNK,2022/2/19,16.67
Denmark,DNK,2022/2/20,16.67
Denmark,DNK,2022/2/21,16.67
Denmark,DNK,2022/2/22,16.67
Denmark,DNK,2022/2/23,16.67
Denmark,DNK,2022/2/24,16.67
Denmark,DNK,2022/2/25,16.67
Denmark,DNK,2022/2/26,16.67
Denmark,DNK,2022/2/27,16.67
Denmark,DNK,2022/2/28,16.67
Denmark,DNK,2022/3/1,13.89
Denmark,DNK,2022/3/2,13.89
Denmark,DNK,2022/3/3,13.89
Denmark,DNK,2022/3/4,13.89
Denmark,DNK,2022/3/5,13.89
Denmark,DNK,2022/3/6,13.89
Denmark,DNK,2022/3/7,13.89
Denmark,DNK,2022/3/8,13.89
Denmark,DNK,2022/3/9,13.89
Denmark,DNK,2022/3/10,13.89
Djibouti,DJI,2020/1/21,0
Djibouti,DJI,2020/1/22,0
Djibouti,DJI,2020/1/23,0
Djibouti,DJI,2020/1/24,0
Djibouti,DJI,2020/1/25,0
Djibouti,DJI,2020/1/26,0
Djibouti,DJI,2020/1/27,0
Djibouti,DJI,2020/1/28,0
Djibouti,DJI,2020/1/29,0
Djibouti,DJI,2020/1/30,0
Djibouti,DJI,2020/1/31,0
Djibouti,DJI,2020/2/1,0
Djibouti,DJI,2020/2/2,0
Djibouti,DJI,2020/2/3,0
Djibouti,DJI,2020/2/4,0
Djibouti,DJI,2020/2/5,0
Djibouti,DJI,2020/2/6,0
Djibouti,DJI,2020/2/7,0
Djibouti,DJI,2020/2/8,0
Djibouti,DJI,2020/2/9,0
Djibouti,DJI,2020/2/10,0
Djibouti,DJI,2020/2/11,0
Djibouti,DJI,2020/2/12,0
Djibouti,DJI,2020/2/13,0
Djibouti,DJI,2020/2/14,0
Djibouti,DJI,2020/2/15,0
Djibouti,DJI,2020/2/16,0
Djibouti,DJI,2020/2/17,0
Djibouti,DJI,2020/2/18,0
Djibouti,DJI,2020/2/19,0
Djibouti,DJI,2020/2/20,0
Djibouti,DJI,2020/2/21,0
Djibouti,DJI,2020/2/22,0
Djibouti,DJI,2020/2/23,0
Djibouti,DJI,2020/2/24,0
Djibouti,DJI,2020/2/25,0
Djibouti,DJI,2020/2/26,0
Djibouti,DJI,2020/2/27,0
Djibouti,DJI,2020/2/28,0
Djibouti,DJI,2020/2/29,0
Djibouti,DJI,2020/3/1,0
Djibouti,DJI,2020/3/2,0
Djibouti,DJI,2020/3/3,0
Djibouti,DJI,2020/3/4,0
Djibouti,DJI,2020/3/5,0
Djibouti,DJI,2020/3/6,0
Djibouti,DJI,2020/3/7,0
Djibouti,DJI,2020/3/8,0
Djibouti,DJI,2020/3/9,0
Djibouti,DJI,2020/3/10,0
Djibouti,DJI,2020/3/11,0
Djibouti,DJI,2020/3/12,0
Djibouti,DJI,2020/3/13,0
Djibouti,DJI,2020/3/14,0
Djibouti,DJI,2020/3/15,0
Djibouti,DJI,2020/3/16,0
Djibouti,DJI,2020/3/17,0
Djibouti,DJI,2020/3/18,22.22
Djibouti,DJI,2020/3/19,33.33
Djibouti,DJI,2020/3/20,33.33
Djibouti,DJI,2020/3/21,33.33
Djibouti,DJI,2020/3/22,46.3
Djibouti,DJI,2020/3/23,94.44
Djibouti,DJI,2020/3/24,94.44
Djibouti,DJI,2020/3/25,94.44
Djibouti,DJI,2020/3/26,94.44
Djibouti,DJI,2020/3/27,94.44
Djibouti,DJI,2020/3/28,94.44
Djibouti,DJI,2020/3/29,94.44
Djibouti,DJI,2020/3/30,94.44
Djibouti,DJI,2020/3/31,94.44
Djibouti,DJI,2020/4/1,94.44
Djibouti,DJI,2020/4/2,94.44
Djibouti,DJI,2020/4/3,94.44
Djibouti,DJI,2020/4/4,94.44
Djibouti,DJI,2020/4/5,94.44
Djibouti,DJI,2020/4/6,94.44
Djibouti,DJI,2020/4/7,94.44
Djibouti,DJI,2020/4/8,94.44
Djibouti,DJI,2020/4/9,94.44
Djibouti,DJI,2020/4/10,94.44
Djibouti,DJI,2020/4/11,94.44
Djibouti,DJI,2020/4/12,94.44
Djibouti,DJI,2020/4/13,94.44
Djibouti,DJI,2020/4/14,94.44
Djibouti,DJI,2020/4/15,94.44
Djibouti,DJI,2020/4/16,94.44
Djibouti,DJI,2020/4/17,94.44
Djibouti,DJI,2020/4/18,94.44
Djibouti,DJI,2020/4/19,94.44
Djibouti,DJI,2020/4/20,94.44
Djibouti,DJI,2020/4/21,94.44
Djibouti,DJI,2020/4/22,94.44
Djibouti,DJI,2020/4/23,94.44
Djibouti,DJI,2020/4/24,94.44
Djibouti,DJI,2020/4/25,94.44
Djibouti,DJI,2020/4/26,94.44
Djibouti,DJI,2020/4/27,94.44
Djibouti,DJI,2020/4/28,94.44
Djibouti,DJI,2020/4/29,94.44
Djibouti,DJI,2020/4/30,94.44
Djibouti,DJI,2020/5/1,94.44
Djibouti,DJI,2020/5/2,94.44
Djibouti,DJI,2020/5/3,94.44
Djibouti,DJI,2020/5/4,94.44
Djibouti,DJI,2020/5/5,94.44
Djibouti,DJI,2020/5/6,94.44
Djibouti,DJI,2020/5/7,94.44
Djibouti,DJI,2020/5/8,94.44
Djibouti,DJI,2020/5/9,94.44
Djibouti,DJI,2020/5/10,94.44
Djibouti,DJI,2020/5/11,94.44
Djibouti,DJI,2020/5/12,94.44
Djibouti,DJI,2020/5/13,94.44
Djibouti,DJI,2020/5/14,94.44
Djibouti,DJI,2020/5/15,94.44
Djibouti,DJI,2020/5/16,94.44
Djibouti,DJI,2020/5/17,59.26
Djibouti,DJI,2020/5/18,59.26
Djibouti,DJI,2020/5/19,59.26
Djibouti,DJI,2020/5/20,59.26
Djibouti,DJI,2020/5/21,59.26
Djibouti,DJI,2020/5/22,59.26
Djibouti,DJI,2020/5/23,59.26
Djibouti,DJI,2020/5/24,59.26
Djibouti,DJI,2020/5/25,59.26
Djibouti,DJI,2020/5/26,59.26
Djibouti,DJI,2020/5/27,59.26
Djibouti,DJI,2020/5/28,59.26
Djibouti,DJI,2020/5/29,59.26
Djibouti,DJI,2020/5/30,59.26
Djibouti,DJI,2020/5/31,59.26
Djibouti,DJI,2020/6/1,59.26
Djibouti,DJI,2020/6/2,59.26
Djibouti,DJI,2020/6/3,59.26
Djibouti,DJI,2020/6/4,59.26
Djibouti,DJI,2020/6/5,59.26
Djibouti,DJI,2020/6/6,59.26
Djibouti,DJI,2020/6/7,59.26
Djibouti,DJI,2020/6/8,59.26
Djibouti,DJI,2020/6/9,59.26
Djibouti,DJI,2020/6/10,59.26
Djibouti,DJI,2020/6/11,59.26
Djibouti,DJI,2020/6/12,59.26
Djibouti,DJI,2020/6/13,59.26
Djibouti,DJI,2020/6/14,59.26
Djibouti,DJI,2020/6/15,59.26
Djibouti,DJI,2020/6/16,59.26
Djibouti,DJI,2020/6/17,59.26
Djibouti,DJI,2020/6/18,59.26
Djibouti,DJI,2020/6/19,59.26
Djibouti,DJI,2020/6/20,59.26
Djibouti,DJI,2020/6/21,59.26
Djibouti,DJI,2020/6/22,59.26
Djibouti,DJI,2020/6/23,59.26
Djibouti,DJI,2020/6/24,59.26
Djibouti,DJI,2020/6/25,59.26
Djibouti,DJI,2020/6/26,59.26
Djibouti,DJI,2020/6/27,59.26
Djibouti,DJI,2020/6/28,59.26
Djibouti,DJI,2020/6/29,59.26
Djibouti,DJI,2020/6/30,59.26
Djibouti,DJI,2020/7/1,59.26
Djibouti,DJI,2020/7/2,59.26
Djibouti,DJI,2020/7/3,59.26
Djibouti,DJI,2020/7/4,59.26
Djibouti,DJI,2020/7/5,59.26
Djibouti,DJI,2020/7/6,59.26
Djibouti,DJI,2020/7/7,59.26
Djibouti,DJI,2020/7/8,59.26
Djibouti,DJI,2020/7/9,59.26
Djibouti,DJI,2020/7/10,59.26
Djibouti,DJI,2020/7/11,59.26
Djibouti,DJI,2020/7/12,59.26
Djibouti,DJI,2020/7/13,59.26
Djibouti,DJI,2020/7/14,59.26
Djibouti,DJI,2020/7/15,59.26
Djibouti,DJI,2020/7/16,59.26
Djibouti,DJI,2020/7/17,50.93
Djibouti,DJI,2020/7/18,50.93
Djibouti,DJI,2020/7/19,50.93
Djibouti,DJI,2020/7/20,50.93
Djibouti,DJI,2020/7/21,50.93
Djibouti,DJI,2020/7/22,50.93
Djibouti,DJI,2020/7/23,50.93
Djibouti,DJI,2020/7/24,50.93
Djibouti,DJI,2020/7/25,50.93
Djibouti,DJI,2020/7/26,50.93
Djibouti,DJI,2020/7/27,50.93
Djibouti,DJI,2020/7/28,50.93
Djibouti,DJI,2020/7/29,50.93
Djibouti,DJI,2020/7/30,50.93
Djibouti,DJI,2020/7/31,50.93
Djibouti,DJI,2020/8/1,50.93
Djibouti,DJI,2020/8/2,50.93
Djibouti,DJI,2020/8/3,50.93
Djibouti,DJI,2020/8/4,50.93
Djibouti,DJI,2020/8/5,50.93
Djibouti,DJI,2020/8/6,50.93
Djibouti,DJI,2020/8/7,50.93
Djibouti,DJI,2020/8/8,50.93
Djibouti,DJI,2020/8/9,50.93
Djibouti,DJI,2020/8/10,50.93
Djibouti,DJI,2020/8/11,50.93
Djibouti,DJI,2020/8/12,50.93
Djibouti,DJI,2020/8/13,50.93
Djibouti,DJI,2020/8/14,50.93
Djibouti,DJI,2020/8/15,50.93
Djibouti,DJI,2020/8/16,50.93
Djibouti,DJI,2020/8/17,50.93
Djibouti,DJI,2020/8/18,50.93
Djibouti,DJI,2020/8/19,50.93
Djibouti,DJI,2020/8/20,50.93
Djibouti,DJI,2020/8/21,50.93
Djibouti,DJI,2020/8/22,50.93
Djibouti,DJI,2020/8/23,50.93
Djibouti,DJI,2020/8/24,50.93
Djibouti,DJI,2020/8/25,50.93
Djibouti,DJI,2020/8/26,50.93
Djibouti,DJI,2020/8/27,50.93
Djibouti,DJI,2020/8/28,50.93
Djibouti,DJI,2020/8/29,50.93
Djibouti,DJI,2020/8/30,50.93
Djibouti,DJI,2020/8/31,50.93
Djibouti,DJI,2020/9/1,50.93
Djibouti,DJI,2020/9/2,50.93
Djibouti,DJI,2020/9/3,50.93
Djibouti,DJI,2020/9/4,50.93
Djibouti,DJI,2020/9/5,50.93
Djibouti,DJI,2020/9/6,50.93
Djibouti,DJI,2020/9/7,50.93
Djibouti,DJI,2020/9/8,50.93
Djibouti,DJI,2020/9/9,50.93
Djibouti,DJI,2020/9/10,50.93
Djibouti,DJI,2020/9/11,50.93
Djibouti,DJI,2020/9/12,50.93
Djibouti,DJI,2020/9/13,50.93
Djibouti,DJI,2020/9/14,50.93
Djibouti,DJI,2020/9/15,50.93
Djibouti,DJI,2020/9/16,50.93
Djibouti,DJI,2020/9/17,50.93
Djibouti,DJI,2020/9/18,50.93
Djibouti,DJI,2020/9/19,50.93
Djibouti,DJI,2020/9/20,50.93
Djibouti,DJI,2020/9/21,50.93
Djibouti,DJI,2020/9/22,50.93
